COUNTRY                                 DIVISION_TYPE                    DIVISION                                              ID0    ID1 NC_INDEX
Macedonia                               Municipality                     Strumitsa                                             133     71    13371
Macedonia                               Municipality                     Studeničani                                           133     72    13372
Macedonia                               Municipality                     Sveti Nikole                                          133     73    13373
Macedonia                               Municipality                     Tearce                                                133     74    13374
Macedonia                               Municipality                     Tetovo                                                133     75    13375
Macedonia                               Municipality                     Valandovo                                             133     76    13376
Macedonia                               Municipality                     Vasilevo                                              133     77    13377
Macedonia                               Municipality                     Veles                                                 133     78    13378
Macedonia                               Municipality                     Vevčani                                               133     79    13379
Macedonia                               Municipality                     Vinitsa                                               133     80    13380
Macedonia                               Municipality                     Vraneštica                                            133     81    13381
Macedonia                               Municipality                     Vrapčište                                             133     82    13382
Macedonia                               Municipality                     Zajas                                                 133     83    13383
Macedonia                               Municipality                     Zelenikovo                                            133     84    13384
Macedonia                               Municipality                     Zrnovci                                               133     85    13385
Macedonia                               Municipality                     Čair                                                  133      6    13306
Macedonia                               Municipality                     Čaška                                                 133      5    13305
Macedonia                               Municipality                     Češinovo-Obleševo                                     133      7    13307
Macedonia                               Municipality                     Čučer Sandevo                                         133      8    13308
Macedonia                               Municipality                     Štip                                                  133      1    13301
Macedonia                               Municipality                     Šuto Orizari                                          133      2    13302
Macedonia                               Municipality                     Želino                                                133      3    13303
Macedonia                               Water body                       Lake Ohrid                                            133     45    13345
Madagascar                              Autonomous Province              Antananarivo                                          134      1    13401
Madagascar                              Autonomous Province              Antsiranana                                           134      2    13402
Madagascar                              Autonomous Province              Fianarantsoa                                          134      3    13403
Madagascar                              Autonomous Province              Mahajanga                                             134      4    13404
Madagascar                              Autonomous Province              Toamasina                                             134      5    13405
Madagascar                              Autonomous Province              Toliary                                               134      6    13406
Malawi                                  District                         Balaka                                                135      1    13501
Malawi                                  District                         Blantyre                                              135      2    13502
Malawi                                  District                         Chikwawa                                              135      3    13503
Malawi                                  District                         Chiradzulu                                            135      4    13504
Malawi                                  District                         Chitipa                                               135      5    13505
Malawi                                  District                         Dedza                                                 135      6    13506
Malawi                                  District                         Dowa                                                  135      7    13507
Malawi                                  District                         Karonga                                               135      8    13508
Malawi                                  District                         Kasungu                                               135      9    13509
Malawi                                  District                         Likoma                                                135     10    13510
Malawi                                  District                         Lilongwe                                              135     11    13511
Malawi                                  District                         Machinga                                              135     12    13512
Malawi                                  District                         Mangochi                                              135     13    13513
Malawi                                  District                         Mchinji                                               135     14    13514
Malawi                                  District                         Mulanje                                               135     15    13515
Malawi                                  District                         Mwanza                                                135     16    13516
Malawi                                  District                         Mzimba                                                135     17    13517
Malawi                                  District                         Neno                                                  135     18    13518
Malawi                                  District                         Nkhata Bay                                            135     19    13519
Malawi                                  District                         Nkhotakota                                            135     20    13520
Malawi                                  District                         Nsanje                                                135     21    13521
Malawi                                  District                         Ntcheu                                                135     22    13522
Malawi                                  District                         Ntchisi                                               135     23    13523
Malawi                                  District                         Phalombe                                              135     24    13524
Malawi                                  District                         Rumphi                                                135     25    13525
Malawi                                  District                         Salima                                                135     26    13526
Malawi                                  District                         Thyolo                                                135     27    13527
Malawi                                  District                         Zomba                                                 135     28    13528
Malaysia                                Federal Territory                Kuala Lumpur                                          136      4    13604
Malaysia                                Federal Territory                Labuan                                                136      5    13605
Malaysia                                Federal Territory                Putrajaya                                             136     12    13612
Malaysia                                State                            Johor                                                 136      1    13601
Malaysia                                State                            Kedah                                                 136      2    13602
Malaysia                                State                            Kelantan                                              136      3    13603
Malaysia                                State                            Melaka                                                136      6    13606
Malaysia                                State                            Negeri Sembilan                                       136      7    13607
Malaysia                                State                            Pahang                                                136      8    13608
Malaysia                                State                            Perak                                                 136      9    13609
Malaysia                                State                            Perlis                                                136     10    13610
Malaysia                                State                            Pulau Pinang                                          136     11    13611
Malaysia                                State                            Sabah                                                 136     13    13613
Malaysia                                State                            Sarawak                                               136     14    13614
Malaysia                                State                            Selangor                                              136     15    13615
Malaysia                                State                            Trengganu                                             136     16    13616
Mali                                    District                         Bamako                                                138      1    13801
Mali                                    Region                           Gao                                                   138      2    13802
Mali                                    Region                           Kayes                                                 138      3    13803
Mali                                    Region                           Kidal                                                 138      4    13804
Mali                                    Region                           Koulikoro                                             138      5    13805
Mali                                    Region                           Mopti                                                 138      6    13806
Mali                                    Region                           Sikasso                                               138      8    13808
Mali                                    Region                           Ségou                                                 138      7    13807
Mali                                    Region                           Timbuktu                                              138      9    13809
Martinique                              Arrondissement                   Fort-de-France                                        141      1    14101
Martinique                              Arrondissement                   Le Marin                                              141      2    14102
Martinique                              Arrondissement                   Le Trinité                                            141      3    14103
Martinique                              Arrondissement                   Saint-Pierre                                          141      4    14104
Mauritania                              District                         Nouakchott                                            142     10    14210
Mauritania                              Region                           Adrar                                                 142      1    14201
Mauritania                              Region                           Assaba                                                142      2    14202
Mauritania                              Region                           Brakna                                                142      3    14203
Mauritania                              Region                           Dakhlet Nouadhibou                                    142      4    14204
Mauritania                              Region                           Gorgol                                                142      5    14205
Mauritania                              Region                           Guidimaka                                             142      6    14206
Mauritania                              Region                           Hodh ech Chargui                                      142      7    14207
Mauritania                              Region                           Hodh el Gharbi                                        142      8    14208
Mauritania                              Region                           Inchiri                                               142      9    14209
Mauritania                              Region                           Tagant                                                142     11    14211
Mauritania                              Region                           Tiris Zemmour                                         142     12    14212
Mauritania                              Region                           Trarza                                                142     13    14213
Mauritius                               Autonomous island                Rodriguez                                             143     10    14310
Mauritius                               District                         Black River                                           143      2    14302
Mauritius                               District                         Flacq                                                 143      3    14303
Mauritius                               District                         Grand Port                                            143      4    14304
Mauritius                               District                         Moka                                                  143      5    14305
Mauritius                               District                         Pamplemousses                                         143      6    14306
Mauritius                               District                         Plaines Wilhems                                       143      7    14307
Mauritius                               District                         Port Louis                                            143      8    14308
Mauritius                               District                         Rivière du Rempart                                    143      9    14309
Mauritius                               District                         Savanne                                               143     12    14312
Mauritius                               Region                           Agalega Islands                                       143      1    14301
Mauritius                               Region                           Saint Brandon                                         143     11    14311
Mayotte                                 Commune                          Acoua                                                 144      1    14401
Mayotte                                 Commune                          Bandraboua                                            144      2    14402
Mayotte                                 Commune                          Bandrele                                              144      3    14403
Mayotte                                 Commune                          Boueni                                                144      4    14404
Mayotte                                 Commune                          Chiconi                                               144      5    14405
Mayotte                                 Commune                          Chirongui                                             144      6    14406
Mayotte                                 Commune                          Dembeni                                               144      7    14407
Mayotte                                 Commune                          Dzaoudzi                                              144      8    14408
Mayotte                                 Commune                          Kani-Keli                                             144      9    14409
Mayotte                                 Commune                          Koungou                                               144     10    14410
Mayotte                                 Commune                          M'tsangamouji                                         144     11    14411
Mayotte                                 Commune                          Mamoudzou                                             144     12    14412
Mayotte                                 Commune                          Mtsamboro                                             144     13    14413
Mayotte                                 Commune                          Ouangani                                              144     14    14414
Mayotte                                 Commune                          Pamandzi                                              144     15    14415
Mayotte                                 Commune                          Sada                                                  144     16    14416
Mayotte                                 Commune                          Tsingoni                                              144     17    14417
Mexico                                  Federal District                 Distrito Federal                                      145      9    14509
Mexico                                  State                            Aguascalientes                                        145      1    14501
Mexico                                  State                            Baja California                                       145      3    14503
Mexico                                  State                            Baja California Sur                                   145      2    14502
Mexico                                  State                            Campeche                                              145      4    14504
Mexico                                  State                            Chiapas                                               145      5    14505
Mexico                                  State                            Chihuahua                                             145      6    14506
Mexico                                  State                            Coahuila                                              145      7    14507
Mexico                                  State                            Colima                                                145      8    14508
Mexico                                  State                            Durango                                               145     10    14510
Mexico                                  State                            Guanajuato                                            145     11    14511
Mexico                                  State                            Guerrero                                              145     12    14512
Mexico                                  State                            Hidalgo                                               145     13    14513
Mexico                                  State                            Jalisco                                               145     14    14514
Mexico                                  State                            Michoacán                                             145     16    14516
Mexico                                  State                            Morelos                                               145     17    14517
Mexico                                  State                            México                                                145     15    14515
Mexico                                  State                            Nayarit                                               145     18    14518
Mexico                                  State                            Nuevo León                                            145     19    14519
Mexico                                  State                            Oaxaca                                                145     20    14520
Mexico                                  State                            Puebla                                                145     21    14521
Mexico                                  State                            Querétaro                                             145     22    14522
Mexico                                  State                            Quintana Roo                                          145     23    14523
Mexico                                  State                            San Luis Potosí                                       145     24    14524
Mexico                                  State                            Sinaloa                                               145     25    14525
Mexico                                  State                            Sonora                                                145     26    14526
Mexico                                  State                            Tabasco                                               145     27    14527
Mexico                                  State                            Tamaulipas                                            145     28    14528
Mexico                                  State                            Tlaxcala                                              145     29    14529
Mexico                                  State                            Veracruz                                              145     30    14530
Mexico                                  State                            Yucatán                                               145     31    14531
Mexico                                  State                            Zacatecas                                             145     32    14532
Micronesia                              State                            Chuuk                                                 146      1    14601
Micronesia                              State                            Kosrae                                                146      2    14602
Micronesia                              State                            Pohnpei                                               146      3    14603
Micronesia                              State                            Yap                                                   146      4    14604
Moldova                                 Autonomous Territory             Găgăuzia                                              147     21    14721
Moldova                                 City                             Bender                                                147      6    14706
Moldova                                 City                             Bălţi                                                 147      4    14704
Moldova                                 City                             Chişinău                                              147     12    14712
Moldova                                 District                         Anenii Noi                                            147      1    14701
Moldova                                 District                         Basarabeasca                                          147      5    14705
Moldova                                 District                         Briceni                                               147      7    14707
Moldova                                 District                         Cahul                                                 147      8    14708
Moldova                                 District                         Calarasi                                              147      9    14709
Moldova                                 District                         Cantemir                                              147     10    14710
Moldova                                 District                         Causeni                                               147     11    14711
Moldova                                 District                         Cimişlia                                              147     13    14713
Moldova                                 District                         Criuleni                                              147     14    14714
Moldova                                 District                         Donduseni                                             147     15    14715
Moldova                                 District                         Drochia                                               147     16    14716
Moldova                                 District                         Dubăsari                                              147     17    14717
Moldova                                 District                         Edineţ                                                147     18    14718
Moldova                                 District                         Floreşti                                              147     20    14720
Moldova                                 District                         Făleşti                                               147     19    14719
Moldova                                 District                         Glodeni                                               147     22    14722
Moldova                                 District                         Hîncesti                                              147     23    14723
Moldova                                 District                         Ialoveni                                              147     24    14724
Moldova                                 District                         Leova                                                 147     25    14725
Moldova                                 District                         Nisporeni                                             147     26    14726
Moldova                                 District                         Ocniţa                                                147     27    14727
Moldova                                 District                         Orhei                                                 147     28    14728
Moldova                                 District                         Rezina                                                147     30    14730
Moldova                                 District                         Rîşcani                                               147     29    14729
Moldova                                 District                         Soroca                                                147     32    14732
Moldova                                 District                         Străşeni                                              147     33    14733
Moldova                                 District                         Sîngerei                                              147     31    14731
Moldova                                 District                         Taraclia                                              147     34    14734
Moldova                                 District                         Teleneşti                                             147     35    14735
Moldova                                 District                         Ungheni                                               147     37    14737
Moldova                                 District                         Şoldăneşti                                            147      2    14702
Moldova                                 District                         Ştefan Voda                                           147      3    14703
Moldova                                 Territorial Unit                 Transnistria                                          147     36    14736
Mongolia                                Municipality                     Darhan-Uul                                            149      7    14907
Mongolia                                Municipality                     Govisümber                                            149     13    14913
Mongolia                                Municipality                     Orhon                                                 149     17    14917
Mongolia                                Municipality                     Ulaanbaatar                                           149     21    14921
Mongolia                                Province                         Arhangay                                              149      3    14903
Mongolia                                Province                         Bayan-Ölgiy                                           149      4    14904
Mongolia                                Province                         Bayanhongor                                           149      5    14905
Mongolia                                Province                         Bulgan                                                149      6    14906
Mongolia                                Province                         Dornod                                                149      8    14908
Mongolia                                Province                         Dornogovi                                             149      9    14909
Mongolia                                Province                         Dundgovi                                              149     10    14910
Mongolia                                Province                         Dzavhan                                               149     11    14911
Mongolia                                Province                         Govi-Altay                                            149     12    14912
Mongolia                                Province                         Hentiy                                                149     15    14915
Mongolia                                Province                         Hovd                                                  149     16    14916
Mongolia                                Province                         Hövsgöl                                               149     14    14914
Mongolia                                Province                         Selenge                                               149     19    14919
Mongolia                                Province                         Sühbaatar                                             149     18    14918
Mongolia                                Province                         Töv                                                   149     20    14920
Mongolia                                Province                         Uvs                                                   149     22    14922
Mongolia                                Province                         Ömnögovi                                              149      1    14901
Mongolia                                Province                         Övörhangay                                            149      2    14902
Montenegro                              Municipality                     Andrijevica                                           150      3    15003
Montenegro                              Municipality                     Bar                                                   150      4    15004
Montenegro                              Municipality                     Berane                                                150      5    15005
Montenegro                              Municipality                     Bijelo Polje                                          150      6    15006
Montenegro                              Municipality                     Budva                                                 150      7    15007
Montenegro                              Municipality                     Cetinje                                               150      8    15008
Montenegro                              Municipality                     Danilovgrad                                           150      9    15009
Montenegro                              Municipality                     Herceg Novi                                           150     10    15010
Montenegro                              Municipality                     Kolašin                                               150     11    15011
Montenegro                              Municipality                     Kotor                                                 150     12    15012
Montenegro                              Municipality                     Mojkovac                                              150     13    15013
Montenegro                              Municipality                     Nikšic                                                150     14    15014
Montenegro                              Municipality                     Plav                                                  150     15    15015
Montenegro                              Municipality                     Pljevlja                                              150     16    15016
Montenegro                              Municipality                     Plužine                                               150     17    15017
Montenegro                              Municipality                     Podgorica                                             150     18    15018
Montenegro                              Municipality                     Rožaje                                                150     19    15019
Montenegro                              Municipality                     Tivat                                                 150     20    15020
Montenegro                              Municipality                     Ulcinj                                                150     21    15021
Montenegro                              Municipality                     Šavnik                                                150      1    15001
Montenegro                              Municipality                     Žabljak                                               150      2    15002
Montserrat                              Parish                           Saint Anthon                                          151      1    15101
Montserrat                              Parish                           Saint Georges                                         151      2    15102
Montserrat                              Parish                           Saint Peter                                           151      3    15103
Morocco                                 Region                           Chaouia - Ouardigha                                   152      1    15201
Morocco                                 Region                           Doukkala - Abda                                       152      2    15202
Morocco                                 Region                           Fès - Boulemane                                       152      3    15203
Morocco                                 Region                           Gharb - Chrarda - Béni Hssen                          152      4    15204
Morocco                                 Region                           Grand Casablanca                                      152      5    15205
Morocco                                 Region                           Guelmim - Es-Semara                                   152      6    15206
Morocco                                 Region                           Laâyoune - Boujdour - Sakia El Hamra                  152      7    15207
Morocco                                 Region                           Marrakech - Tensift - Al Haouz                        152      8    15208
Morocco                                 Region                           Meknès - Tafilalet                                    152      9    15209
Morocco                                 Region                           Oriental                                              152     10    15210
Morocco                                 Region                           Rabat - Salé - Zemmour - Zaer                         152     11    15211
Morocco                                 Region                           Souss - Massa - Draâ                                  152     12    15212
Morocco                                 Region                           Tadla - Azilal                                        152     13    15213
Morocco                                 Region                           Tanger - Tétouan                                      152     14    15214
Morocco                                 Region                           Taza - Al Hoceima - Taounate                          152     15    15215
Mozambique                              Province                         Cabo Delgado                                          153      1    15301
Mozambique                              Province                         Gaza                                                  153      2    15302
Mozambique                              Province                         Inhambane                                             153      3    15303
Mozambique                              Province                         Manica                                                153      4    15304
Mozambique                              Province                         Maputo                                                153      6    15306
Mozambique                              Province                         Maputo City                                           153      5    15305
Mozambique                              Province                         Nampula                                               153      7    15307
Mozambique                              Province                         Nassa                                                 153      8    15308
Mozambique                              Province                         Sofala                                                153      9    15309
Mozambique                              Province                         Tete                                                  153     10    15310
Mozambique                              Province                         Zambezia                                              153     11    15311
Myanmar                                 Division                         Ayeyarwady                                            154      1    15401
Myanmar                                 Division                         Bago                                                  154      2    15402
Myanmar                                 Division                         Magway                                                154      7    15407
Myanmar                                 Division                         Mandalay                                              154      8    15408
Myanmar                                 Division                         Sagaing                                               154     12    15412
Myanmar                                 Division                         Tanintharyi                                           154     14    15414
Myanmar                                 Division                         Yangon                                                154     15    15415
Myanmar                                 State                            Chin                                                  154      3    15403
Myanmar                                 State                            Kachin                                                154      4    15404
Myanmar                                 State                            Kayah                                                 154      5    15405
Myanmar                                 State                            Kayin                                                 154      6    15406
Myanmar                                 State                            Mon                                                   154      9    15409
Myanmar                                 State                            Rakhine                                               154     11    15411
Myanmar                                 State                            Shan                                                  154     13    15413
Myanmar                                 Union territory                  Naypyitaw                                             154     10    15410
Namibia                                 Region                           !Karas                                                155      1    15501
Namibia                                 Region                           Erongo                                                155      2    15502
Namibia                                 Region                           Hardap                                                155      3    15503
Namibia                                 Region                           Kavango                                               155      4    15504
Namibia                                 Region                           Khomas                                                155      5    15505
Namibia                                 Region                           Kunene                                                155      6    15506
Namibia                                 Region                           Ohangwena                                             155      7    15507
Namibia                                 Region                           Omaheke                                               155      8    15508
Namibia                                 Region                           Omusati                                               155      9    15509
Namibia                                 Region                           Oshana                                                155     10    15510
Namibia                                 Region                           Oshikoto                                              155     11    15511
Namibia                                 Region                           Otjozondjupa                                          155     12    15512
Namibia                                 Region                           Zambezi                                               155     13    15513
Nauru                                   District                         Aiwo                                                  156      1    15601
Nauru                                   District                         Anabar                                                156      2    15602
Nauru                                   District                         Anetan                                                156      3    15603
Nauru                                   District                         Anibare                                               156      4    15604
Nauru                                   District                         Baiti                                                 156      5    15605
